"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","similarityIndex"
"R10-P1","noRouteCompare",1.5,0.75,1,7,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,7,26,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,7,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,7,27,1,0.791666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,7,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,7,28,1,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,7,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,7,29,1,0.458333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,7,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,3,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,8,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,5,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,8,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,6,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,8,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,13,1,0.352941176470588
"R10-P1","noRouteCompare",1.5,0.75,1,8,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,14,1,0.352941176470588
"R10-P1","noRouteCompare",1.5,0.75,1,8,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,18,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,8,18,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,8,19,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,8,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,21,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,8,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,23,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,8,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,26,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,8,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,8,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,2,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,9,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,3,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,9,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,7,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,9,8,1,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,9,8,2,0.529411764705882
"R10-P1","noRouteCompare",1.5,0.75,1,9,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,9,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,9,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,12,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,9,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,14,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,9,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,16,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,9,16,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,9,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,17,2,0.384615384615385
"R10-P1","noRouteCompare",1.5,0.75,1,9,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,20,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,9,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,22,1,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,9,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,24,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,9,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,26,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,9,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,27,1,0.642857142857143
"R10-P1","noRouteCompare",1.5,0.75,1,9,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,28,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,9,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,9,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,1,2,0.235294117647059
"R10-P1","noRouteCompare",1.5,0.75,1,10,2,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,10,2,2,0.235294117647059
"R10-P1","noRouteCompare",1.5,0.75,1,10,3,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,10,3,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,10,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,4,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,10,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,8,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,10,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,15,2,0.166666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,10,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,18,1,0.545454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,10,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,19,1,0.409090909090909
"R10-P1","noRouteCompare",1.5,0.75,1,10,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,21,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,10,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,22,2,0.166666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,10,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,23,2,0.222222222222222
"R10-P1","noRouteCompare",1.5,0.75,1,10,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,26,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,10,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,27,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,10,27,2,0.34375
"R10-P1","noRouteCompare",1.5,0.75,1,10,28,1,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,10,28,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,10,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,10,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,4,1,0.166666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,11,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,8,1,0.352941176470588
"R10-P1","noRouteCompare",1.5,0.75,1,11,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,9,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,11,9,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,11,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,10,2,0.818181818181818
"R10-P1","noRouteCompare",1.5,0.75,1,11,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,11,2,0.590909090909091
"R10-P1","noRouteCompare",1.5,0.75,1,11,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,12,2,0.380952380952381
"R10-P1","noRouteCompare",1.5,0.75,1,11,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,13,2,0.142857142857143
"R10-P1","noRouteCompare",1.5,0.75,1,11,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,15,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,11,16,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,11,16,2,0.342105263157895
"R10-P1","noRouteCompare",1.5,0.75,1,11,17,1,0.533333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,11,17,2,0.342105263157895
"R10-P1","noRouteCompare",1.5,0.75,1,11,18,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,11,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,20,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,11,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,21,2,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,11,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,25,2,0.28125
"R10-P1","noRouteCompare",1.5,0.75,1,11,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,26,2,0.433333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,11,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,27,2,0.538461538461538
"R10-P1","noRouteCompare",1.5,0.75,1,11,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,28,2,0.736842105263158
"R10-P1","noRouteCompare",1.5,0.75,1,11,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,11,29,2,0.684210526315789
"R10-P1","noRouteCompare",1.5,0.75,1,12,1,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,12,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,5,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,12,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,8,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,12,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,11,1,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,12,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,12,1,0.347826086956522
"R10-P1","noRouteCompare",1.5,0.75,1,12,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,13,1,0.608695652173913
"R10-P1","noRouteCompare",1.5,0.75,1,12,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,14,1,0.305555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,12,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,17,2,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,12,18,1,0.416666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,12,18,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,12,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,21,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,12,21,2,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,12,22,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,12,22,2,0.433333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,12,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,23,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,12,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,24,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,12,25,1,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,12,25,2,0.368421052631579
"R10-P1","noRouteCompare",1.5,0.75,1,12,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,26,2,0.447368421052632
"R10-P1","noRouteCompare",1.5,0.75,1,12,27,1,0.545454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,12,27,2,1
"R10-P1","noRouteCompare",1.5,0.75,1,12,28,1,0.318181818181818
"R10-P1","noRouteCompare",1.5,0.75,1,12,28,2,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,12,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,12,29,2,0.5625
"R10-P1","noRouteCompare",1.5,0.75,1,13,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,3,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,13,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,4,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,13,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,5,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,13,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,8,1,0.611111111111111
"R10-P1","noRouteCompare",1.5,0.75,1,13,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,9,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,13,9,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,13,10,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,13,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,11,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,13,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,12,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,13,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,13,1,0.547619047619048
"R10-P1","noRouteCompare",1.5,0.75,1,13,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,14,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,13,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,15,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,13,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,20,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,13,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,22,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,13,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,23,1,0.447368421052632
"R10-P1","noRouteCompare",1.5,0.75,1,13,23,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,13,24,1,0.552631578947368
"R10-P1","noRouteCompare",1.5,0.75,1,13,24,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,13,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,27,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,13,27,2,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,13,28,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,13,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,13,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,1,1,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,14,1,2,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,14,2,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,14,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,3,1,0.441176470588235
"R10-P1","noRouteCompare",1.5,0.75,1,14,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,4,1,0.352941176470588
"R10-P1","noRouteCompare",1.5,0.75,1,14,4,2,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,14,5,1,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,14,5,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,14,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,6,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,14,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,7,2,0.35
"R10-P1","noRouteCompare",1.5,0.75,1,14,8,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,14,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,9,1,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,14,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,10,1,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,14,10,2,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,14,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,11,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,14,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,13,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,14,13,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,14,14,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,14,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,15,1,0.409090909090909
"R10-P1","noRouteCompare",1.5,0.75,1,14,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,16,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,14,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,17,1,0.458333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,14,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,18,1,0.458333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,14,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,19,1,0.545454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,14,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,20,1,0.636363636363636
"R10-P1","noRouteCompare",1.5,0.75,1,14,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,21,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,14,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,22,1,0.590909090909091
"R10-P1","noRouteCompare",1.5,0.75,1,14,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,23,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,14,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,14,24,1,0.636363636363636
